,tokenId,marketplace,block,token,price
450,8803,blur,17416757,,46.7
451,5871,blur,17416756,,46.7
452,6403,blur,17416751,,46.47645
453,3013,seaport,17416587,,1e-18
454,3601,blur,17416249,,46.43665
455,5871,blur,17415979,,46.75
456,8803,blur,17415978,,46.75
457,7452,blur,17415968,,46.51625
458,9886,blur,17415514,,46.58
459,6891,blur,17415513,,46.58
460,322,blur,17415365,,46.77
461,4871,seaport,17415238,ETH,1.24375
462,9886,blur,17415076,,46.75
463,6891,blur,17415075,,46.75
464,3402,blur,17415075,,46.75
465,1681,blur,17414778,,46.47645
466,6891,blur,17414766,,46.73
467,9886,blur,17414764,,46.73
468,3402,blur,17414764,,46.73
469,552,blur,17414762,,46.74
470,8984,blur,17414762,,46.74
471,8803,blur,17414762,,46.74
472,5871,blur,17414761,,46.74
473,560,blur,17414761,,46.74
474,1729,blur,17414761,,46.74
475,6403,blur,17414651,,46.72
476,7083,blur,17414649,,46.72
477,3611,x2y2,17414598,ETH,47.08
478,552,blur,17414376,,46.7
479,8152,blur,17414104,,46.73
480,552,blur,17413932,,46.73
481,7083,blur,17413929,,46.73
482,1070,blur,17413929,,46.73
483,6891,blur,17413929,,46.73
484,6403,blur,17413826,,46.72
485,3599,blur,17413825,,46.72
486,3391,blur,17413825,,46.73
487,6408,blur,17413824,,46.73
488,8803,blur,17413824,,46.73
489,560,blur,17413824,,46.73
490,8984,blur,17413824,,46.73
491,7665,seaport,17413696,WETH,44.85
492,7665,seaport,17413696,WETH,46.0
493,6339,blur,17412506,ETH,55.27225
494,2578,blur,17412243,ETH,46.3000365
495,552,blur,17410991,,46.42
496,2260,blur,17410897,,46.42
497,552,blur,17410640,,46.41
498,4236,blur,17409908,ETH,51.675
499,8710,blur,17409752,,46.1282
500,5775,blur,17408629,,46.17
501,5871,blur,17408386,,46.16
502,5775,blur,17408308,,46.19
503,7380,blur,17408308,,46.19
504,7292,blur,17408308,,46.19
505,9163,blur,17408307,,46.19
506,2260,blur,17408306,,46.19
507,9066,blur,17408306,,46.19
508,1729,blur,17408306,,46.19
509,9581,blur,17408306,,46.19
510,5871,blur,17408050,,46.19
511,1392,blur,17408048,,46.2
512,669,blur,17408048,,46.2
513,5101,blur,17408048,,46.2
514,6170,blur,17408040,,46.2
515,552,blur,17408039,,46.2
516,2970,blur,17408039,,46.2
517,9816,blur,17407656,,46.23
518,3402,blur,17407656,,46.23
519,6170,blur,17407656,,46.23
520,2970,blur,17407655,,46.23
521,552,blur,17407655,,46.23
522,5775,blur,17407655,,46.23
523,3145,blur,17407654,,46.23
524,9314,blur,17407654,,46.23
525,5282,blur,17407634,,46.24
526,8984,blur,17407632,,46.24
527,4205,blur,17407119,,46.2
528,3145,blur,17406805,,46.18
529,9816,blur,17406803,,46.18
530,4205,blur,17406801,,46.19
531,1070,blur,17406796,,45.95905
532,8984,blur,17406676,,46.18
533,9163,blur,17406670,,46.2
534,5101,blur,17406670,,46.2
535,5282,blur,17406670,,46.2
536,4295,blur,17406666,,46.2
537,8599,blur,17406664,,45.969
538,4008,seaport,17406161,ETH,46.45655
539,4950,seaport,17405556,ETH,47.362
540,5673,blur,17405428,ETH,45.9093
541,8152,blur,17405368,,45.8496
542,2804,blur,17405328,,46.07
543,5282,blur,17405321,,46.07
544,9816,blur,17405288,,46.07
545,4295,blur,17405243,,46.07
546,8152,blur,17405066,,46.07
547,2804,blur,17404903,,45.83965
548,4295,blur,17404875,,46.09
549,5282,blur,17404872,,46.09
550,9163,blur,17404872,,46.09
551,8152,blur,17404757,,46.07
552,6837,blur,17404716,,46.08
553,9886,blur,17404715,,46.08
554,8984,blur,17404675,,46.08
555,3402,blur,17404667,,46.08
556,6170,blur,17404667,,46.08
557,3145,blur,17404422,,46.06
558,5101,blur,17404422,,46.06
559,9816,blur,17404420,,46.06
560,8152,blur,17404416,,46.09
561,9816,blur,17403230,,45.99
562,5282,blur,17403227,,46.0
563,2310,seaport,17402925,WETH,0.914926
564,2310,seaport,17402925,WETH,45.7463
565,5101,blur,17402917,,46.05
566,8803,blur,17402911,,46.06
567,2260,blur,17402299,,45.96
568,5871,blur,17402277,,46.0
569,8803,blur,17402277,,46.0
570,5101,blur,17402275,,46.0
571,8152,blur,17402274,,46.0
572,9066,blur,17402273,,46.0
573,1729,blur,17401733,,45.9
574,4008,blur,17401722,,45.9
575,1729,blur,17401411,,45.97
576,4008,blur,17401096,,45.91
577,3145,blur,17401092,,46.01
578,5101,blur,17401089,,46.01
579,8152,blur,17401089,,46.01
580,5282,blur,17401087,,46.02
581,7380,blur,17400708,,45.92
582,7083,blur,17400608,,45.89
583,5282,blur,17400547,,45.89
584,3145,seaport,17400543,WETH,44.8738289546729
585,3145,seaport,17400543,WETH,45.3271
586,5101,blur,17400542,,45.89
587,7292,blur,17400512,,45.89
588,9066,blur,17400511,,45.89
589,9581,blur,17400466,,45.89
590,552,blur,17400363,,45.88
591,4008,blur,17400326,,45.85
592,8152,blur,17400274,,45.83
593,6837,blur,17400273,,45.83
594,5871,blur,17400273,,45.83
595,5775,blur,17400273,,45.83
596,7380,blur,17400272,,45.83
597,9581,blur,17400144,,46.05
598,2970,blur,17400144,,46.05
599,3391,blur,17399991,,46.04
600,552,blur,17399989,,46.04
601,4008,blur,17399989,,46.04
602,6891,blur,17399989,,46.04
603,669,blur,17399988,,46.04
604,6408,blur,17399988,,46.04
605,9314,blur,17399924,,46.01
606,9886,blur,17399923,,46.04
607,8152,blur,17399923,,46.04
608,7380,blur,17399922,,46.04
609,6837,blur,17399922,,46.04
610,5871,blur,17399922,,46.04
611,5775,blur,17399921,,46.04
612,560,blur,17399921,,46.04
613,3599,blur,17399920,,46.04
614,1392,blur,17399920,,46.04
615,1729,blur,17399920,,46.04
616,4295,blur,17399920,,46.05
617,9066,blur,17399684,,46.1
618,9163,blur,17399682,,46.1
619,4205,blur,17399679,,46.19
620,9066,blur,17399282,ETH,46.460007
621,1729,blur,17398847,ETH,45.77
622,1547,blur,17398345,ETH,47.01375
623,7380,blur,17398218,,45.83
624,3599,blur,17398217,,45.83
625,8803,blur,17398215,,45.83
626,8152,blur,17398215,,45.83
627,8984,blur,17398213,,45.60085
628,9163,blur,17397755,,45.76
629,5101,blur,17397752,,45.86
630,8243,blur,17397752,,45.86
631,8152,blur,17397751,,45.86
632,8803,blur,17397751,,45.86
633,2260,blur,17397751,,45.87
634,5282,blur,17397751,,45.87
635,2970,blur,17397750,,45.87
636,9581,blur,17397750,,45.87
637,3599,blur,17397750,,45.87
638,9816,blur,17397749,,45.87
639,552,blur,17397749,,45.87
640,6837,blur,17397749,,45.87
641,1392,blur,17397749,,45.87
642,560,blur,17397363,,45.62075
643,4008,blur,17397310,,45.85
644,7999,x2y2,17397158,ETH,54.5
645,7292,blur,17397070,,45.85
646,4008,seaport,17397004,WETH,1.13587
647,4008,seaport,17397004,WETH,45.4348
648,560,blur,17396741,,45.91
649,2505,blur,17396739,,45.92
650,669,blur,17396737,,45.95
651,5871,blur,17396735,,45.95
652,7292,blur,17396734,,45.95
653,6408,blur,17396733,,45.95
654,6891,blur,17396733,,45.95
655,6837,blur,17396732,,45.95
656,552,blur,17396731,,45.95
657,1392,blur,17396731,,45.95
658,5775,blur,17396730,,45.95
659,4205,blur,17396722,,45.96
660,9886,blur,17396718,,45.96
661,7380,blur,17396715,,45.96
662,9163,blur,17396675,,45.95
663,7380,blur,17395375,,45.86
664,3391,blur,17395368,,45.86
665,8562,seaport,17395133,ETH,49.44155
666,560,blur,17394414,,45.4317
667,4295,blur,17394215,,45.64
668,6170,blur,17394213,,45.4118
669,4295,seaport,17393860,WETH,45.1501
670,7292,blur,17393742,,45.62
671,8562,seaport,17393517,WETH,46.0
672,4205,blur,17393262,,45.63
673,3391,blur,17393248,,45.63
