,tokenId,marketplace,block,token,price
741,4665,x2y2,17418391,ETH,56.0
742,6403,blur,17418384,,46.69
743,5282,blur,17418380,,46.69
744,7452,blur,17418378,,46.69
745,7116,blur,17418374,,46.45655
746,4478,blur,17418374,,46.45655
747,428,blur,17418374,,46.45655
748,3883,blur,17418374,,46.45655
749,3084,blur,17418374,,46.45655
750,2844,blur,17418374,,46.45655
751,5871,blur,17418287,,46.68
752,669,blur,17418283,,46.68
753,9816,blur,17418273,,46.68
754,1392,blur,17418271,,46.69
755,3402,blur,17418255,,46.69
756,4205,blur,17418145,,46.68
757,8152,blur,17418145,,46.68
758,6408,blur,17418145,,46.68
759,753,blur,17417979,,46.69
760,5871,blur,17417968,,46.69
761,322,blur,17417965,,46.69
762,560,blur,17417960,,46.69
763,1729,blur,17417960,,46.69
764,7380,blur,17417960,,46.69
765,7292,blur,17417960,,46.69
766,669,blur,17417960,,46.69
767,6170,blur,17417958,,46.69
768,5101,blur,17417957,,46.69
769,1392,blur,17417957,,46.69
770,5033,blur,17417942,ETH,46.51625
771,8243,blur,17417778,,46.43665
772,6403,blur,17417721,,46.66
773,4205,blur,17417699,,46.7
774,3402,blur,17417698,,46.7
775,8152,blur,17417698,,46.7
776,7083,blur,17417698,,46.7
777,6408,blur,17417697,,46.7
778,3391,blur,17417696,,46.7
779,8803,blur,17417692,,46.7
780,5282,blur,17417686,,46.7
781,3402,blur,17417123,,46.69
782,322,blur,17417120,,46.69
783,5673,blur,17417120,,46.69
784,7452,blur,17417119,,46.69
785,5871,blur,17417119,,46.69
786,7452,blur,17416760,,46.7
787,322,blur,17416757,,46.7
788,8803,blur,17416757,,46.7
789,5871,blur,17416756,,46.7
790,6403,blur,17416751,,46.47645
791,3013,seaport,17416587,,1e-18
792,3601,blur,17416249,,46.43665
793,5871,blur,17415979,,46.75
794,8803,blur,17415978,,46.75
795,7452,blur,17415968,,46.51625
796,9886,blur,17415514,,46.58
797,6891,blur,17415513,,46.58
798,322,blur,17415365,,46.77
799,4871,seaport,17415238,ETH,1.24375
800,9886,blur,17415076,,46.75
801,6891,blur,17415075,,46.75
802,3402,blur,17415075,,46.75
803,1681,blur,17414778,,46.47645
804,6891,blur,17414766,,46.73
805,9886,blur,17414764,,46.73
806,3402,blur,17414764,,46.73
807,552,blur,17414762,,46.74
808,8984,blur,17414762,,46.74
809,8803,blur,17414762,,46.74
810,5871,blur,17414761,,46.74
