,tokenId,marketplace,block,token,price,date
2070,1710,seaport,17170891,ETH,46.835,2023-05-02 05:02:47
2071,8653,seaport,17170762,ETH,46.835,2023-05-02 04:36:23
2072,3490,blur,17170706,ETH,48.90425,2023-05-02 04:25:11
2073,2721,seaport,17170334,WETH,47.5000003332,2023-05-02 03:09:23
2074,1211,blur,17170230,ETH,48.60575,2023-05-02 02:48:23
2075,4908,seaport,17169741,ETH,47.775,2023-05-02 01:09:35
2076,811,seaport,17168523,ETH,343.96155,2023-05-01 21:03:35
2077,3490,blur,17168484,,47.6207,2023-05-01 20:55:47
2078,4008,x2y2,17168321,ETH,49.25,2023-05-01 20:22:59
2079,2788,seaport,17168283,ETH,13.134,2023-05-01 20:15:23
2080,7692,x2y2,17168163,ETH,48.25,2023-05-01 19:51:11
2081,1721,seaport,17167995,ETH,48.75,2023-05-01 19:17:11
2082,279,blur,17167931,ETH,49.74005,2023-05-01 19:04:11
2083,4974,blur,17167914,ETH,48.0585,2023-05-01 19:00:23
2084,5746,blur,17167892,ETH,49.551,2023-05-01 18:55:59
2085,4990,blur,17167884,ETH,47.460505,2023-05-01 18:54:23
2088,7692,blur,17167872,ETH,47.0635,2023-05-01 18:51:47
2089,6134,blur,17167810,ETH,47.0635,2023-05-01 18:39:11
2090,1811,x2y2,17167589,ETH,63.0,2023-05-01 17:54:23
2091,7723,seaport,17166855,ETH,47.21275,2023-05-01 15:26:11
2092,6921,blur,17166737,ETH,49.50125,2023-05-01 15:02:11
2093,1786,blur,17166713,,46.27745,2023-05-01 14:57:23
2094,2900,blur,17166559,ETH,48.2376,2023-05-01 14:25:59
2095,5902,blur,17166382,,46.2476,2023-05-01 13:50:11
2096,6134,blur,17166378,,46.2476,2023-05-01 13:49:23
2097,6921,seaport,17166368,WETH,0.912085138,2023-05-01 13:47:23
2099,7964,x2y2,17166051,ETH,65.0,2023-05-01 12:42:47
2100,2120,seaport,17166027,ETH,31.84,2023-05-01 12:37:59
2101,5991,seaport,17165452,,1e-18,2023-05-01 10:41:47
2102,1211,x2y2,17163354,ETH,46.3,2023-05-01 03:37:11
2103,3820,blur,17163043,ETH,47.09335,2023-05-01 02:33:47
2104,5315,blur,17162491,ETH,60.7945,2023-05-01 00:41:35
2105,2835,blur,17161083,,46.09835,2023-04-30 19:56:47
2106,7041,blur,17160895,ETH,47.11325,2023-04-30 19:18:47
2107,7041,blur,17160501,,45.83965,2023-04-30 17:58:47
2108,910,blur,17160495,,45.85955,2023-04-30 17:57:35
2110,2970,blur,17160482,,46.367,2023-04-30 17:54:47
2111,6134,blur,17160481,,46.367,2023-04-30 17:54:35
2112,377,blur,17160293,,47.19285,2023-04-30 17:16:23
2113,7041,blur,17160199,,47.23265,2023-04-30 16:57:23
2114,910,blur,17160180,,47.25255,2023-04-30 16:53:35
2122,5991,seaport,17160072,WETH,47.25,2023-04-30 16:31:47
2123,9446,seaport,17159651,ETH,2.4875,2023-04-30 15:07:11
2124,1729,blur,17159547,,47.3023,2023-04-30 14:46:23
2125,6134,blur,17159368,,47.3421,2023-04-30 14:10:35
2126,279,x2y2,17159170,ETH,48.0,2023-04-30 13:30:59
2127,2519,blur,17157596,ETH,51.73005,2023-04-30 08:12:11
2128,9886,x2y2,17157220,ETH,47.5,2023-04-30 06:56:35
2129,9523,blur,17157113,,47.3222,2023-04-30 06:34:59
2130,6134,blur,17157110,,47.3421,2023-04-30 06:34:23
2131,377,blur,17157082,,47.3421,2023-04-30 06:28:47
2132,9886,seaport,17157018,WETH,0.2335705,2023-04-30 06:15:59
2134,731,blur,17156719,,47.6605,2023-04-30 05:15:35
2135,3973,blur,17156610,,47.6605,2023-04-30 04:53:47
2136,9523,blur,17156580,,47.71025,2023-04-30 04:47:35
2139,7723,blur,17155480,,47.82965,2023-04-30 01:04:35
2140,1161,x2y2,17155461,ETH,48.25,2023-04-30 01:00:47
2141,1161,blur,17154952,,47.86945,2023-04-29 23:17:35
2142,2349,blur,17154452,ETH,51.2425,2023-04-29 21:36:35
2143,5740,seaport,17154146,ETH,48.9725,2023-04-29 20:35:23
2144,911,seaport,17154079,ETH,49.20275,2023-04-29 20:21:47
2145,322,seaport,17153854,ETH,48.01875,2023-04-29 19:35:47
2146,6672,seaport,17151828,WETH,52.0,2023-04-29 12:42:47
2147,1161,blur,17151642,,47.84955,2023-04-29 12:05:11
2148,1161,blur,17150880,,48.0585,2023-04-29 09:30:59
2149,910,blur,17150870,,48.0585,2023-04-29 09:28:59
2150,9523,blur,17150822,,48.0585,2023-04-29 09:19:23
2151,3864,x2y2,17149804,ETH,58.0,2023-04-29 05:53:59
2152,2970,blur,17149489,,48.0585,2023-04-29 04:50:35
2153,3676,seaport,17147583,ETH,50.69525,2023-04-28 22:25:35
2154,3867,x2y2,17146807,ETH,55.0,2023-04-28 19:48:47
2155,368,seaport,17145921,WETH,51.5,2023-04-28 16:50:11
2156,4284,blur,17145482,,48.6157,2023-04-28 15:21:47
2157,3676,blur,17144497,,48.6356,2023-04-28 12:02:47
2158,3676,blur,17143895,,48.6356,2023-04-28 10:00:59
2159,6973,blur,17143117,,49.08335,2023-04-28 07:23:11
2160,1786,seaport,17143091,ETH,0.4975,2023-04-28 07:17:35
2161,8168,seaport,17143068,ETH,3.73125,2023-04-28 07:12:59
2162,3680,seaport,17142184,WETH,60.00004999999999,2023-04-28 04:14:11
2163,4042,blur,17142102,ETH,66.665,2023-04-28 03:57:35
2164,4836,seaport,17140467,ETH,42.785,2023-04-27 22:26:23
2165,243,seaport,17140046,ETH,51.675,2023-04-27 21:00:35
2166,4854,x2y2,17139949,ETH,60.0,2023-04-27 20:40:59
2167,5403,seaport,17139767,ETH,1.4925,2023-04-27 20:04:11
2168,8372,blur,17139605,,48.98385,2023-04-27 19:31:23
2169,8378,blur,17139332,,49.2525,2023-04-27 18:35:35
2170,731,blur,17139323,,49.153,2023-04-27 18:33:47
2171,8372,blur,17139283,,48.204,2023-04-27 18:25:47
2172,6918,x2y2,17138637,ETH,105.0,2023-04-27 16:15:11
2173,8690,seaport,17135885,ETH,18.905,2023-04-27 06:57:59
2174,7075,blur,17135589,ETH,55.27225,2023-04-27 05:58:11
2175,1211,blur,17133988,,49.153,2023-04-27 00:34:23
2176,8378,blur,17133818,,49.153,2023-04-26 23:59:47
2177,2519,blur,17133183,,49.6505,2023-04-26 21:51:11
2181,6134,blur,17133180,,49.66045,2023-04-26 21:50:35
2182,910,blur,17133177,,49.66045,2023-04-26 21:49:59
2184,5902,blur,17133169,,49.66045,2023-04-26 21:48:23
2185,4977,blur,17133151,,49.66045,2023-04-26 21:44:47
2187,1447,x2y2,17133024,ETH,100.0,2023-04-26 21:19:23
2188,7692,blur,17133016,,49.68035,2023-04-26 21:17:47
2190,4974,blur,17132245,ETH,50.138049005,2023-04-26 18:41:23
2191,9056,blur,17132009,ETH,49.8495,2023-04-26 17:52:35
2192,9056,blur,17131949,,49.74005,2023-04-26 17:40:23
2193,2207,x2y2,17131829,ETH,52.0,2023-04-26 17:16:11
2194,4854,seaport,17131710,ETH,49.4,2023-04-26 16:52:23
2195,2207,blur,17131018,,49.02365,2023-04-26 14:32:23
2196,7961,x2y2,17129980,ETH,53.5,2023-04-26 11:03:59
2197,2900,seaport,17129923,,1e-18,2023-04-26 10:52:11
2198,490,x2y2,17129736,ETH,66.0,2023-04-26 10:13:47
2199,5853,seaport,17129339,ETH,39.3025,2023-04-26 08:53:11
2200,2256,blur,17129210,ETH,53.68025,2023-04-26 08:26:59
2201,915,blur,17127930,ETH,51.59075,2023-04-26 04:09:23
2202,910,blur,17127908,,49.1331,2023-04-26 04:04:59
2203,2118,x2y2,17127811,ETH,58.69,2023-04-26 03:44:47
2204,2503,blur,17127642,ETH,50.3271,2023-04-26 03:10:35
2205,910,blur,17127520,ETH,49.75,2023-04-26 02:45:59
2206,251,blur,17127492,ETH,68.655,2023-04-26 02:40:23
2207,3481,blur,17127431,ETH,52.94395,2023-04-26 02:28:11
2208,6104,seaport,17127408,ETH,67.55,2023-04-26 02:23:35
2209,9056,blur,17127292,,49.2525,2023-04-26 01:59:59
2210,6721,blur,17126608,ETH,53.2325,2023-04-25 23:42:11
2211,1447,x2y2,17126494,ETH,100.0,2023-04-25 23:18:59
2212,1650,seaport,17125912,ETH,56.7055,2023-04-25 21:21:35
2213,1786,x2y2,17125581,ETH,50.25,2023-04-25 20:14:47
2214,731,blur,17125150,,49.2525,2023-04-25 18:47:47
2215,915,blur,17124260,,49.48135,2023-04-25 15:47:11
2216,6603,blur,17124173,,49.48135,2023-04-25 15:29:35
2217,2503,blur,17124011,,49.4714,2023-04-25 14:57:11
2218,2503,blur,17123702,,49.60075,2023-04-25 13:54:59
2219,9056,blur,17123701,,49.60075,2023-04-25 13:54:47
2220,1392,blur,17123295,ETH,52.164666,2023-04-25 12:33:11
2221,9056,blur,17122706,,49.56095,2023-04-25 10:33:23
2222,915,blur,17122676,,49.56095,2023-04-25 10:26:59
2223,6721,blur,17121724,,49.8495,2023-04-25 07:13:59
2224,5460,seaport,17120878,ETH,50.7,2023-04-25 04:23:11
2225,2970,seaport,17120631,,1e-18,2023-04-25 03:33:35
2226,7403,blur,17119790,ETH,210.94,2023-04-25 00:44:11
2227,3275,x2y2,17119789,ETH,200.0,2023-04-25 00:43:59
2228,6721,blur,17119725,,49.81965,2023-04-25 00:30:59
2229,4974,blur,17119363,,49.9291,2023-04-24 23:18:11
2230,6721,blur,17119083,,49.9291,2023-04-24 22:21:59
2231,6384,blur,17118886,ETH,55.6205,2023-04-24 21:41:59
2232,3745,seaport,17117072,ETH,50.6825,2023-04-24 15:35:59
2233,6721,blur,17116734,,49.79975,2023-04-24 14:26:59
2234,177,seaport,17115537,ETH,52.2501365,2023-04-24 10:25:35
2235,5393,seaport,17115320,ETH,54.15,2023-04-24 09:41:59
2236,7593,blur,17113415,ETH,54.725,2023-04-24 03:16:35
2237,6334,blur,17113368,ETH,57.2125,2023-04-24 03:07:11
2238,4974,blur,17112759,,50.49625,2023-04-24 01:04:35
2239,9056,blur,17112752,,50.49625,2023-04-24 01:03:11
2242,551,blur,17112456,ETH,51.98875,2023-04-24 00:03:11
2243,551,blur,17112263,,50.944,2023-04-23 23:23:59
2244,3136,blur,17112261,,50.95395,2023-04-23 23:23:35
2245,7762,seaport,17111955,ETH,9.95,2023-04-23 22:22:23
2247,8562,x2y2,17111363,ETH,55.0,2023-04-23 20:23:11
2248,4752,blur,17111206,ETH,52.138,2023-04-23 19:51:47
2249,2503,blur,17111195,,50.7848,2023-04-23 19:49:35
2250,2970,blur,17110824,,51.2425,2023-04-23 18:34:35
2251,9475,blur,17110783,ETH,51.6555,2023-04-23 18:25:59
2252,8372,blur,17110747,ETH,51.43155,2023-04-23 18:18:35
2253,9128,blur,17110691,ETH,50.99375,2023-04-23 18:07:11
2254,6311,seaport,17110666,ETH,52.2405,2023-04-23 18:02:11
2255,9056,blur,17110647,,50.4863,2023-04-23 17:58:23
2256,2382,x2y2,17110313,ETH,51.05,2023-04-23 16:51:11
2257,6910,seaport,17110310,ETH,53.625,2023-04-23 16:50:35
2258,2859,x2y2,17110139,ETH,50.95,2023-04-23 16:16:11
2259,6672,blur,17110129,ETH,55.71005,2023-04-23 16:14:11
2260,9128,blur,17110028,,50.745,2023-04-23 15:53:59
2261,731,blur,17109864,ETH,50.2475,2023-04-23 15:20:59
2265,4023,blur,17109791,ETH,50.184815,2023-04-23 15:06:11
2266,8690,seaport,17109625,,1e-18,2023-04-23 14:31:59
2267,8240,seaport,17109338,ETH,55.07775,2023-04-23 13:34:11
2268,9590,seaport,17109123,ETH,53.22255,2023-04-23 12:50:47
2269,4530,seaport,17108927,ETH,53.075,2023-04-23 12:11:11
2270,4650,blur,17108398,ETH,53.73,2023-04-23 10:24:11
2271,4208,blur,17108331,ETH,54.724005,2023-04-23 10:10:47
2272,6125,blur,17108290,ETH,51.69025,2023-04-23 10:02:35
2273,9748,seaport,17107389,ETH,53.35,2023-04-23 07:00:11
2274,4023,blur,17107378,,49.50125,2023-04-23 06:57:59
2275,3136,x2y2,17107343,ETH,50.25,2023-04-23 06:50:47
2276,1421,x2y2,17107056,ETH,63.0,2023-04-23 05:52:47
2277,1484,seaport,17106953,ETH,52.62555,2023-04-23 05:31:35
2278,177,blur,17106885,ETH,49.99875,2023-04-23 05:17:59
2279,7836,blur,17106456,ETH,49.99875,2023-04-23 03:51:11
2280,7836,blur,17106424,,49.2724,2023-04-23 03:44:47
2281,2256,x2y2,17106276,ETH,49.85,2023-04-23 03:15:11
2282,7836,seaport,17106096,ETH,58.39655,2023-04-23 02:38:47
2283,3136,blur,17105439,,49.2525,2023-04-23 00:26:11
2284,911,blur,17105436,,49.2525,2023-04-23 00:25:35
2285,5397,blur,17105199,ETH,50.1977301,2023-04-22 23:37:47
2286,5266,seaport,17105135,ETH,49.725,2023-04-22 23:24:23
2287,1467,seaport,17105120,ETH,0.4975,2023-04-22 23:21:23
2288,6988,x2y2,17104747,ETH,52.0,2023-04-22 22:06:11
2289,1703,seaport,17104544,ETH,55.1,2023-04-22 21:25:11
2290,1467,blur,17104530,,49.6505,2023-04-22 21:22:23
2291,1180,x2y2,17104498,ETH,68.69,2023-04-22 21:15:47
2292,5432,seaport,17104466,ETH,14.925,2023-04-22 21:09:11
2293,4908,seaport,17104338,ETH,50.745,2023-04-22 20:43:11
2294,1007,x2y2,17104271,ETH,49.9,2023-04-22 20:29:35
2295,8378,blur,17104199,ETH,49.10325,2023-04-22 20:15:11
2300,9454,seaport,17104102,ETH,53.04,2023-04-22 19:55:47
2301,8562,x2y2,17104088,ETH,53.0,2023-04-22 19:52:47
2302,9211,seaport,17103811,ETH,50.63555,2023-04-22 18:56:47
2303,2900,x2y2,17103335,ETH,51.69,2023-04-22 17:21:11
2304,4284,x2y2,17103327,ETH,48.67,2023-04-22 17:19:35
2305,1007,blur,17103287,ETH,49.00375,2023-04-22 17:11:35
2306,583,blur,17103273,ETH,49.10325,2023-04-22 17:08:47
2307,3162,seaport,17103077,ETH,9.95,2023-04-22 16:29:11
2308,2519,blur,17103019,,47.76995,2023-04-22 16:17:35
2309,4429,blur,17103017,ETH,48.60575,2023-04-22 16:17:11
2310,4752,blur,17102979,,47.76995,2023-04-22 16:09:23
2311,2859,blur,17102954,,47.76995,2023-04-22 16:04:23
2312,5497,blur,17102941,,47.76995,2023-04-22 16:01:47
2313,9520,blur,17102887,ETH,52.2375,2023-04-22 15:50:59
2314,3273,blur,17102740,ETH,48.755,2023-04-22 15:21:35
2315,5839,blur,17102570,ETH,78.38805,2023-04-22 14:47:11
2316,1467,blur,17102513,ETH,47.6605,2023-04-22 14:35:47
2318,5497,blur,17102471,,46.964,2023-04-22 14:27:23
2319,9525,blur,17102459,ETH,48.755,2023-04-22 14:24:59
2320,6765,blur,17102417,ETH,52.4365,2023-04-22 14:16:35
2321,3273,blur,17102346,,46.91425,2023-04-22 14:02:11
2322,2349,blur,17102345,ETH,47.362,2023-04-22 14:01:59
2323,7593,blur,17102232,ETH,49.10325,2023-04-22 13:38:59
2324,5087,blur,17102227,ETH,51.9589,2023-04-22 13:37:59
2325,4006,x2y2,17102085,ETH,54.0,2023-04-22 13:09:35
2326,568,x2y2,17101725,ETH,55.0,2023-04-22 11:56:23
2327,1007,blur,17101488,ETH,47.449958,2023-04-22 11:08:35
2328,4752,blur,17101428,,47.01375,2023-04-22 10:56:35
2329,5497,blur,17101424,,47.21275,2023-04-22 10:55:47
2331,2859,blur,17101422,,47.21275,2023-04-22 10:55:23
2332,1007,blur,17101418,,47.21275,2023-04-22 10:54:23
2333,9979,blur,17101237,ETH,52.735,2023-04-22 10:17:59
2334,9525,blur,17101197,ETH,51.2425,2023-04-22 10:09:59
2335,124,blur,17101009,ETH,49.10325,2023-04-22 09:32:11
2336,1211,seaport,17100999,WETH,47.25,2023-04-22 09:30:11
2337,4752,blur,17100969,,47.76995,2023-04-22 09:24:11
2338,9979,blur,17100960,ETH,49.10325,2023-04-22 09:22:23
2339,5093,seaport,17100925,ETH,74.5255,2023-04-22 09:15:11
2340,2122,blur,17100769,ETH,55.72,2023-04-22 08:43:47
2341,8523,blur,17100420,ETH,49.75,2023-04-22 07:32:59
2342,6162,blur,17100333,ETH,48.755,2023-04-22 07:15:35
2343,4429,blur,17100293,ETH,48.158,2023-04-22 07:07:23
2344,5304,blur,17100271,ETH,49.75,2023-04-22 07:02:59
2345,6162,blur,17100263,ETH,47.4315505,2023-04-22 07:01:23
2346,923,blur,17100256,ETH,49.2525,2023-04-22 06:59:47
2355,6920,blur,17100214,,46.45655,2023-04-22 06:51:11
2356,6247,blur,17099889,ETH,47.75005,2023-04-22 05:45:23
2357,7813,seaport,17099887,ETH,52.68525,2023-04-22 05:44:59
2358,1659,blur,17099550,ETH,47.76,2023-04-22 04:37:11
2359,6920,blur,17099156,,46.61575,2023-04-22 03:18:23
2360,1659,blur,17099152,,46.765,2023-04-22 03:17:35
2362,7294,blur,17098927,ETH,49.74005,2023-04-22 02:32:11
2363,956,blur,17098555,ETH,48.4999815,2023-04-22 01:16:59
2364,3481,blur,17098512,ETH,47.76,2023-04-22 01:08:23
2365,6603,blur,17098451,ETH,47.2625,2023-04-22 00:56:11
2366,4871,blur,17098073,ETH,47.2625,2023-04-21 23:39:47
2367,6162,blur,17097505,,46.51625,2023-04-21 21:45:35
2368,231,blur,17097501,,46.8645,2023-04-21 21:44:47
2369,3273,blur,17097498,,46.8645,2023-04-21 21:44:11
2374,490,x2y2,17097455,ETH,62.08,2023-04-21 21:35:23
2375,9446,blur,17097395,ETH,48.2575,2023-04-21 21:23:11
2376,7692,blur,17097392,ETH,47.5013,2023-04-21 21:22:35
2379,5497,blur,17097381,ETH,46.7549505,2023-04-21 21:20:23
2381,3490,blur,17097353,ETH,46.543115,2023-04-21 21:14:35
2382,6134,blur,17097223,ETH,46.266505,2023-04-21 20:48:23
2384,5005,blur,17097216,ETH,45.77,2023-04-21 20:46:59
2385,2349,blur,17097014,ETH,45.85756,2023-04-21 20:05:47
2386,8372,blur,17096997,ETH,44.775,2023-04-21 20:02:23
2387,5781,seaport,17096968,ETH,48.75,2023-04-21 19:56:35
2388,9446,x2y2,17096959,ETH,46.0,2023-04-21 19:54:47
2389,8809,seaport,17096954,ETH,52.64025,2023-04-21 19:53:47
2390,7404,blur,17096924,ETH,44.2775,2023-04-21 19:47:35
2391,4773,x2y2,17096893,ETH,48.0,2023-04-21 19:41:23
2392,6721,blur,17096875,ETH,45.02375,2023-04-21 19:37:47
2393,5005,blur,17096633,,43.78995,2023-04-21 18:48:47
2394,7575,blur,17096527,ETH,46.000044,2023-04-21 18:27:23
2395,2418,blur,17096517,ETH,46.11825,2023-04-21 18:25:11
2396,9448,seaport,17096414,ETH,52.25,2023-04-21 18:04:23
2397,5005,blur,17096330,,43.7999,2023-04-21 17:46:59
2398,7762,x2y2,17096313,ETH,45.0,2023-04-21 17:43:23
2399,8868,seaport,17096290,ETH,44.8625,2023-04-21 17:38:47
2400,2782,blur,17096252,,43.78,2023-04-21 17:30:59
2401,1659,blur,17096133,,43.78,2023-04-21 17:06:35
2402,6162,blur,17096126,,43.78,2023-04-21 17:05:11
2403,8227,blur,17096124,,43.78995,2023-04-21 17:04:47
2404,1020,seaport,17096114,ETH,46.0287,2023-04-21 17:02:47
2405,5005,blur,17096027,ETH,47.19,2023-04-21 16:44:59
2406,3454,seaport,17095854,WETH,48.9845,2023-04-21 16:10:11
2408,8372,blur,17095850,,43.78995,2023-04-21 16:09:23
2409,2859,blur,17095822,,43.78,2023-04-21 16:03:47
2410,6604,blur,17095820,,43.8596,2023-04-21 16:03:23
2411,9454,seaport,17095741,WETH,46.5,2023-04-21 15:46:59
2412,1659,blur,17095711,,44.0785,2023-04-21 15:40:47
2413,9980,seaport,17095652,WETH,53.0,2023-04-21 15:28:59
2414,2342,blur,17095648,,45.4317,2023-04-21 15:28:11
2415,2349,blur,17095615,,45.5312,2023-04-21 15:21:35
2416,5902,blur,17095611,,45.5312,2023-04-21 15:20:47
2417,5733,seaport,17095581,WETH,69.0,2023-04-21 15:14:35
2418,9611,blur,17095522,ETH,46.000044,2023-04-21 15:02:23
2419,4871,x2y2,17095511,ETH,46.15,2023-04-21 15:00:11
2420,2413,blur,17095459,ETH,46.000044,2023-04-21 14:49:23
2421,6215,seaport,17095387,WETH,46.26,2023-04-21 14:34:47
2422,2342,seaport,17095346,WETH,46.0,2023-04-21 14:26:35
2423,7692,blur,17095313,,46.31725,2023-04-21 14:19:59
2424,3490,blur,17095312,,46.31725,2023-04-21 14:19:47
2425,6604,blur,17095311,,46.31725,2023-04-21 14:19:35
2427,2349,blur,17095307,,46.31725,2023-04-21 14:18:47
2428,2859,seaport,17095240,WETH,46.0101,2023-04-21 14:04:47
2429,2418,seaport,17094974,WETH,1.15075,2023-04-21 13:10:23
2432,6679,seaport,17094855,ETH,47.75005,2023-04-21 12:46:11
2433,1155,seaport,17094747,WETH,0.04669,2023-04-21 12:24:23
2435,2782,blur,17094455,,47.23265,2023-04-21 11:25:11
2436,5497,blur,17094446,,47.5411,2023-04-21 11:23:23
2437,6679,x2y2,17094430,ETH,46.7029,2023-04-21 11:20:11
2438,1642,blur,17094280,ETH,47.859301,2023-04-21 10:49:23
2439,8234,blur,17094277,ETH,53.73,2023-04-21 10:48:47
2440,4361,blur,17094232,,47.3421,2023-04-21 10:39:35
2441,956,blur,17094228,,47.4217,2023-04-21 10:38:47
2442,4284,blur,17094205,,47.43165,2023-04-21 10:34:11
2443,5497,blur,17094122,,47.53115,2023-04-21 10:17:11
2444,1020,blur,17094119,,47.53115,2023-04-21 10:16:35
2445,3545,blur,17094117,,47.53115,2023-04-21 10:16:11
2446,8523,blur,17094090,,47.5411,2023-04-21 10:10:47
2447,1467,seaport,17094068,ETH,0.4975,2023-04-21 10:06:23
2448,4361,blur,17093930,,47.5411,2023-04-21 09:38:23
2449,3545,blur,17093816,,47.76,2023-04-21 09:15:23
2450,231,blur,17093767,,47.3022,2023-04-21 09:05:35
2451,6727,blur,17093366,ETH,49.6505,2023-04-21 07:43:59
2452,6727,blur,17093321,ETH,48.4565,2023-04-21 07:34:59
2453,9446,blur,17093110,,46.5855,2023-04-21 06:52:47
2454,766,blur,17092064,ETH,48.24755,2023-04-21 03:20:23
2455,8152,blur,17092035,,47.4416,2023-04-21 03:14:23
2456,2478,seaport,17092023,ETH,48.2973,2023-04-21 03:11:59
2457,4478,seaport,17091858,WETH,0.238,2023-04-21 02:38:47
2459,1547,blur,17091533,ETH,48.08835,2023-04-21 01:32:47
2460,1547,blur,17091455,,47.37195,2023-04-21 01:16:47
2461,6727,blur,17091264,,47.37195,2023-04-21 00:38:35
2462,551,blur,17091154,ETH,47.75005,2023-04-21 00:16:35
2463,1547,blur,17091150,ETH,47.6605,2023-04-21 00:15:47
2464,6398,blur,17091132,ETH,47.7401,2023-04-21 00:12:11
2465,4006,seaport,17091120,WETH,0.265,2023-04-21 00:09:11
2467,6398,blur,17091019,,47.362,2023-04-20 23:48:47
2468,1466,seaport,17091009,ETH,53.61525,2023-04-20 23:46:35
2469,551,blur,17090913,,46.4295,2023-04-20 23:27:11
2470,6398,seaport,17090717,WETH,1.1801265,2023-04-20 22:46:35
2472,766,blur,17090619,,47.3819,2023-04-20 22:26:23
2473,8487,x2y2,17090182,ETH,57.69,2023-04-20 20:56:59
2474,5693,blur,17090162,,46.839,2023-04-20 20:52:59
2475,6920,blur,17090146,,48.158,2023-04-20 20:49:35
2477,6134,blur,17090138,,47.7998,2023-04-20 20:47:59
2478,3273,blur,17090114,,47.80975,2023-04-20 20:43:11
2479,1939,blur,17090093,,47.80975,2023-04-20 20:38:35
2480,6672,seaport,17090065,WETH,52.2,2023-04-20 20:32:35
2481,6973,seaport,17089960,WETH,1.20025,2023-04-20 20:11:23
2483,8523,x2y2,17089885,ETH,48.6969,2023-04-20 19:55:23
2484,3273,blur,17089763,,47.80975,2023-04-20 19:30:11
2485,1071,x2y2,17089624,ETH,72.64,2023-04-20 19:01:47
2486,5230,x2y2,17089554,ETH,300.0,2023-04-20 18:47:23
2487,3060,blur,17089295,,47.76995,2023-04-20 17:54:47
2488,560,blur,17089284,,48.556,2023-04-20 17:52:23
2489,7468,blur,17089276,,48.56595,2023-04-20 17:50:47
2490,3397,blur,17089214,,48.5759,2023-04-20 17:37:59
2491,6920,blur,17089077,,48.58585,2023-04-20 17:10:11
2492,326,blur,17088973,,48.58585,2023-04-20 16:48:23
2493,4817,seaport,17088888,ETH,50.9613,2023-04-20 16:29:59
2494,5087,blur,17088826,,48.60575,2023-04-20 16:17:23
2495,3273,blur,17088795,,48.6157,2023-04-20 16:11:11
2496,6309,blur,17088793,,48.62565,2023-04-20 16:10:47
2497,923,blur,17088600,,48.60575,2023-04-20 15:30:59
2498,7468,blur,17088500,,48.357,2023-04-20 15:10:47
2499,3397,seaport,17088327,WETH,49.25,2023-04-20 14:34:47
2500,583,blur,17088305,,49.2326,2023-04-20 14:29:59
2501,7593,blur,17088301,,49.24255,2023-04-20 14:29:11
2502,923,blur,17088298,,49.2525,2023-04-20 14:28:35
2507,1939,blur,17088219,,49.28235,2023-04-20 14:12:11
2508,7593,blur,17087882,,49.2923,2023-04-20 13:03:47
2509,1348,seaport,17087444,ETH,51.93701,2023-04-20 11:34:59
2510,8058,seaport,17086212,ETH,58.5,2023-04-20 07:21:23
2511,1805,x2y2,17086168,ETH,53.0,2023-04-20 07:12:23
2512,7593,blur,17085590,,49.20275,2023-04-20 05:14:47
2513,8487,x2y2,17085288,ETH,56.0,2023-04-20 04:12:47
2514,4778,blur,17085150,,49.16295,2023-04-20 03:44:11
2515,1547,blur,17085125,,49.153,2023-04-20 03:39:11
2516,1192,blur,17085101,ETH,50.745,2023-04-20 03:34:23
2517,5977,blur,17085082,ETH,51.541,2023-04-20 03:30:35
2518,4908,blur,17085048,ETH,49.75,2023-04-20 03:23:35
2519,4719,blur,17084997,ETH,50.2475,2023-04-20 03:13:11
2520,3501,seaport,17084968,ETH,55.41155,2023-04-20 03:07:23
2521,7593,blur,17084420,ETH,50.13805,2023-04-20 01:15:47
2522,560,blur,17084358,ETH,48.755,2023-04-20 01:03:11
2523,3060,blur,17084346,ETH,50.4434155,2023-04-20 01:00:47
2524,9457,seaport,17084136,WETH,57.0,2023-04-20 00:18:11
2525,4817,blur,17084046,,48.10825,2023-04-19 23:59:47
2526,560,blur,17083881,,48.0585,2023-04-19 23:25:59
2527,3060,blur,17083647,,48.10825,2023-04-19 22:38:11
2528,6955,blur,17083533,ETH,49.6505,2023-04-19 22:15:23
2529,560,seaport,17083441,WETH,48.10041,2023-04-19 21:56:11
2530,7007,seaport,17083351,USDC,1.04e-07,2023-04-19 21:37:47
2531,6955,blur,17083294,,48.357,2023-04-19 21:26:11
2532,1510,blur,17083258,,48.46645,2023-04-19 21:18:59
2533,4719,blur,17083254,,48.46645,2023-04-19 21:18:11
2534,4817,blur,17083127,,49.34205,2023-04-19 20:51:47
2535,6935,blur,17082970,ETH,51.9788995,2023-04-19 20:19:47
2536,9729,blur,17082945,ETH,50.843505,2023-04-19 20:14:47
2537,2300,blur,17082796,,49.7699,2023-04-19 19:44:23
2538,2256,blur,17082709,,50.745,2023-04-19 19:26:47
2539,5977,blur,17082210,,50.6455,2023-04-19 17:45:35
2540,6935,blur,17082202,,50.745,2023-04-19 17:43:59
2541,5087,blur,17082199,,50.75495,2023-04-19 17:43:23
2542,2070,blur,17082195,,50.7649,2023-04-19 17:42:35
2544,1510,blur,17082193,,50.7649,2023-04-19 17:42:11
2545,9729,blur,17082191,,50.79475,2023-04-19 17:41:47
2546,3455,blur,17082181,ETH,57.26225,2023-04-19 17:39:47
