,tokenId,marketplace,block,token,price,date
0,8507,seaport,17452752,WETH,45.5001,2023-06-10 22:32:23
1,6360,seaport,17452629,ETH,47.23265,2023-06-10 22:07:35
2,6891,blur,17452371,,45.54,2023-06-10 21:15:47
3,5609,blur,17452346,ETH,50.75495,2023-06-10 21:10:47
4,2844,blur,17452125,,45.65,2023-06-10 20:25:59
5,8152,blur,17452124,,45.65,2023-06-10 20:25:47
6,6891,blur,17452062,,45.65,2023-06-10 20:13:11
7,2970,blur,17452060,,45.68,2023-06-10 20:12:47
8,2804,blur,17452059,,45.68,2023-06-10 20:12:35
10,7062,blur,17451933,,45.7,2023-06-10 19:46:47
11,2255,seaport,17451919,ETH,3.98,2023-06-10 19:43:59
12,8152,blur,17451591,,45.54,2023-06-10 18:37:23
13,5496,blur,17451258,,45.30235,2023-06-10 17:30:11
14,5673,blur,17451218,,45.30235,2023-06-10 17:22:11
16,7784,blur,17451016,,45.51,2023-06-10 16:40:47
17,8284,seaport,17451013,ETH,1.99,2023-06-10 16:40:11
18,8152,blur,17450915,ETH,48.556,2023-06-10 16:20:11
19,5673,blur,17450912,ETH,50.2475,2023-06-10 16:19:35
20,753,blur,17450834,,45.54,2023-06-10 16:03:47
21,4246,blur,17450831,,45.56,2023-06-10 16:03:11
22,2844,blur,17450828,,45.56,2023-06-10 16:02:35
23,268,blur,17450819,,45.56,2023-06-10 16:00:47
24,2970,blur,17450813,,45.56,2023-06-10 15:59:35
25,2804,blur,17450812,,45.56,2023-06-10 15:59:23
26,7452,blur,17450808,,45.56,2023-06-10 15:58:35
28,6891,blur,17450644,,45.56,2023-06-10 15:25:11
30,4117,blur,17450243,,45.55,2023-06-10 14:03:47
31,6408,blur,17450222,,45.55,2023-06-10 13:59:35
33,5345,blur,17450221,,45.55,2023-06-10 13:59:23
34,2844,blur,17450220,,45.55,2023-06-10 13:59:11
35,4246,blur,17450209,,45.55,2023-06-10 13:56:59
36,3414,blur,17450168,,45.3322,2023-06-10 13:48:47
37,1457,blur,17450158,,45.73,2023-06-10 13:46:47
38,3145,blur,17450157,,45.73,2023-06-10 13:46:35
39,759,blur,17450153,,45.73,2023-06-10 13:45:47
42,7637,blur,17450044,,45.77,2023-06-10 13:23:23
44,6093,blur,17450021,,45.54115,2023-06-10 13:18:35
45,7665,blur,17449930,,45.74,2023-06-10 13:00:23
46,6117,blur,17449877,,45.73,2023-06-10 12:49:35
47,969,blur,17449870,,45.50135,2023-06-10 12:48:11
48,7083,blur,17449867,,45.82,2023-06-10 12:47:35
49,9066,blur,17449864,,45.82,2023-06-10 12:46:59
51,6930,blur,17449862,,45.92,2023-06-10 12:46:35
52,9548,blur,17449859,,45.96,2023-06-10 12:45:59
66,6371,blur,17449858,,45.96,2023-06-10 12:45:47
82,9548,blur,17449536,,45.92,2023-06-10 11:40:35
83,269,blur,17449513,ETH,45.77,2023-06-10 11:35:59
84,7480,blur,17449502,,45.92,2023-06-10 11:33:47
85,2423,blur,17449501,,45.92,2023-06-10 11:33:35
86,7387,blur,17449358,,45.91,2023-06-10 11:04:47
87,170,blur,17449258,,45.87,2023-06-10 10:44:35
88,8882,blur,17448806,,45.81,2023-06-10 09:12:47
89,6117,blur,17448804,,45.82,2023-06-10 09:12:11
91,170,blur,17448801,,45.82,2023-06-10 09:11:35
93,5942,blur,17448690,,45.82,2023-06-10 08:48:35
94,1622,blur,17448665,ETH,45.977955,2023-06-10 08:43:35
95,7480,blur,17448661,,45.5909,2023-06-10 08:42:47
96,1604,blur,17448652,,45.5909,2023-06-10 08:40:59
97,9088,x2y2,17448528,ETH,46.0,2023-06-10 08:15:35
98,7637,blur,17448521,,45.571,2023-06-10 08:14:11
99,4799,blur,17448475,,45.79,2023-06-10 08:04:59
100,6790,blur,17448414,,45.79,2023-06-10 07:52:35
101,8201,blur,17448314,,45.78,2023-06-10 07:32:35
102,9845,blur,17448303,,45.78,2023-06-10 07:30:23
103,2423,blur,17448281,,45.54115,2023-06-10 07:25:59
104,170,blur,17448102,,45.73,2023-06-10 06:49:35
105,8961,blur,17448100,,44.58675,2023-06-10 06:49:11
106,6371,blur,17447784,,45.3123,2023-06-10 05:45:35
107,7116,blur,17447781,,45.54,2023-06-10 05:44:59
109,269,blur,17447649,,45.81,2023-06-10 05:17:59
110,6117,blur,17447553,,45.98,2023-06-10 04:58:35
111,2804,blur,17447549,,45.98,2023-06-10 04:57:35
112,9163,blur,17447537,,45.99,2023-06-10 04:55:11
114,969,blur,17447534,,45.76005,2023-06-10 04:54:35
115,8201,blur,17447423,,45.99,2023-06-10 04:32:23
116,7387,blur,17447419,,45.99,2023-06-10 04:31:35
117,9548,blur,17447416,,46.01,2023-06-10 04:30:59
118,8936,blur,17447413,,46.02,2023-06-10 04:30:23
119,6716,blur,17447412,,46.02,2023-06-10 04:30:11
120,6470,blur,17447409,,46.02,2023-06-10 04:29:35
121,8882,blur,17447407,,46.01,2023-06-10 04:29:11
122,6790,blur,17447406,,46.01,2023-06-10 04:28:59
123,7452,blur,17447405,,46.01,2023-06-10 04:28:47
126,669,blur,17447404,,46.01,2023-06-10 04:28:35
127,3883,blur,17447403,,46.02,2023-06-10 04:28:23
128,322,blur,17447402,,46.02,2023-06-10 04:28:11
130,2578,blur,17447401,,46.02,2023-06-10 04:27:59
132,7961,blur,17447396,,46.01,2023-06-10 04:26:59
133,4497,blur,17447297,,45.99,2023-06-10 04:06:47
134,6085,blur,17447261,,45.98,2023-06-10 03:59:23
135,7116,blur,17447257,,46.04,2023-06-10 03:58:35
136,6837,blur,17447255,,46.04,2023-06-10 03:58:11
137,7665,blur,17447249,,46.04,2023-06-10 03:56:59
138,552,blur,17447246,,46.04,2023-06-10 03:56:23
139,6117,blur,17447244,,46.04,2023-06-10 03:55:59
140,9066,blur,17447243,,46.06,2023-06-10 03:55:47
141,4295,blur,17447242,,46.06,2023-06-10 03:55:35
142,2844,blur,17447241,,46.06,2023-06-10 03:55:23
143,5497,blur,17446585,,45.87,2023-06-10 01:42:23
144,9066,blur,17446540,,45.86,2023-06-10 01:33:23
145,6837,blur,17446514,,45.86,2023-06-10 01:28:11
146,6085,blur,17446489,,45.6307,2023-06-10 01:23:11
147,5345,blur,17446373,,45.6108,2023-06-10 00:59:23
148,5497,blur,17446161,,45.82,2023-06-10 00:16:23
149,6076,blur,17446115,,45.81,2023-06-10 00:07:11
150,4284,blur,17446114,,45.81,2023-06-10 00:06:59
152,7665,blur,17446097,,45.82,2023-06-10 00:03:23
153,1900,blur,17446083,,45.81,2023-06-10 00:00:35
154,6470,blur,17446055,,44.6745,2023-06-09 23:54:59
155,4497,blur,17446028,,45.9,2023-06-09 23:49:35
156,9066,blur,17446010,,46.01,2023-06-09 23:45:59
157,7292,blur,17446007,,46.01,2023-06-09 23:45:23
158,7116,blur,17446005,,46.01,2023-06-09 23:44:59
159,6408,blur,17446004,,46.01,2023-06-09 23:44:47
160,4295,blur,17446003,,46.01,2023-06-09 23:44:35
161,2578,blur,17446002,,46.01,2023-06-09 23:44:23
162,8882,blur,17445781,,46.06,2023-06-09 22:59:35
163,4284,blur,17445779,,46.06,2023-06-09 22:59:11
164,2508,blur,17445777,,46.06,2023-06-09 22:58:47
165,6076,blur,17445776,,46.06,2023-06-09 22:58:35
167,3402,blur,17445775,,46.06,2023-06-09 22:58:23
168,6790,blur,17445774,,46.06,2023-06-09 22:58:11
169,7167,blur,17445773,,46.06,2023-06-09 22:57:59
171,3883,blur,17445772,,46.06,2023-06-09 22:57:47
173,7961,blur,17445771,,46.06,2023-06-09 22:57:35
175,322,blur,17445770,,46.06,2023-06-09 22:57:23
176,3883,blur,17444297,,45.76,2023-06-09 17:58:35
177,8710,blur,17444289,,45.75,2023-06-09 17:56:59
178,6930,blur,17444288,,45.75,2023-06-09 17:56:47
179,8803,blur,17444286,,45.75,2023-06-09 17:56:23
180,669,blur,17444284,,45.82,2023-06-09 17:55:59
181,6408,blur,17444283,,45.85,2023-06-09 17:55:47
182,6117,blur,17444277,,45.95,2023-06-09 17:54:35
183,6170,blur,17444177,,45.94,2023-06-09 17:33:47
185,2970,blur,17444176,,45.94,2023-06-09 17:33:35
187,7452,blur,17444175,,45.95,2023-06-09 17:33:23
188,7292,blur,17444001,,45.68,2023-06-09 16:58:23
189,4164,blur,17443971,,46.16,2023-06-09 16:52:23
194,8243,blur,17443970,,46.19,2023-06-09 16:52:11
198,7167,blur,17443969,,46.2,2023-06-09 16:51:59
201,669,blur,17443968,,46.2,2023-06-09 16:51:47
205,4497,blur,17443967,,46.2,2023-06-09 16:51:35
208,3145,blur,17443966,,46.2,2023-06-09 16:51:23
212,1900,blur,17443965,,46.2,2023-06-09 16:51:11
213,2578,blur,17443858,,46.19,2023-06-09 16:29:11
214,7452,blur,17443852,,46.2,2023-06-09 16:27:47
215,1457,blur,17443850,,46.2,2023-06-09 16:27:23
217,322,blur,17443848,,46.2,2023-06-09 16:26:59
218,2970,blur,17443822,,46.19,2023-06-09 16:21:35
219,4284,blur,17443821,,46.19,2023-06-09 16:21:23
220,7116,blur,17443810,,46.2,2023-06-09 16:18:59
221,8882,blur,17443736,,45.93915,2023-06-09 16:03:59
222,7387,blur,17443469,ETH,45.968005,2023-06-09 15:09:59
223,2970,blur,17443451,,46.18,2023-06-09 15:06:23
224,4284,blur,17443450,,46.18,2023-06-09 15:06:11
225,6117,blur,17443442,,46.18,2023-06-09 15:04:23
227,7292,blur,17443295,,46.18,2023-06-09 14:33:59
228,322,blur,17443291,,46.18,2023-06-09 14:33:11
229,2578,blur,17443041,,46.15,2023-06-09 13:42:47
230,7292,blur,17442984,,45.91925,2023-06-09 13:31:23
236,9066,blur,17442897,,46.15,2023-06-09 13:13:47
238,8710,blur,17442588,,46.2,2023-06-09 12:11:11
239,669,blur,17442587,,46.2,2023-06-09 12:10:59
240,1900,blur,17442585,,46.18,2023-06-09 12:10:35
241,759,blur,17442580,,46.21,2023-06-09 12:09:35
242,3883,blur,17442579,,46.21,2023-06-09 12:09:23
243,2578,blur,17442576,,46.21,2023-06-09 12:08:35
244,9066,blur,17442575,,46.21,2023-06-09 12:08:23
245,4497,blur,17442574,,46.21,2023-06-09 12:08:11
246,3145,blur,17442573,,46.21,2023-06-09 12:07:59
247,6930,blur,17442571,,46.21,2023-06-09 12:07:35
248,753,blur,17442567,,46.21,2023-06-09 12:06:47
249,7452,blur,17442566,,46.21,2023-06-09 12:06:35
251,2970,blur,17442490,,46.21,2023-06-09 11:50:59
252,2578,blur,17441999,,46.2,2023-06-09 10:11:35
253,4284,blur,17441893,,46.18,2023-06-09 09:49:35
254,8710,blur,17441771,,46.2,2023-06-09 09:24:47
255,8803,blur,17441759,,46.21,2023-06-09 09:22:23
256,9163,blur,17441758,,46.21,2023-06-09 09:22:11
257,759,blur,17441757,,46.21,2023-06-09 09:21:59
258,7387,blur,17441591,,46.18,2023-06-09 08:48:23
259,2578,blur,17441487,,45.91925,2023-06-09 08:27:11
260,3145,blur,17441465,,46.22,2023-06-09 08:22:47
261,9886,blur,17441463,,46.22,2023-06-09 08:22:23
262,6930,blur,17441462,,46.22,2023-06-09 08:22:11
265,7292,blur,17441461,,46.22,2023-06-09 08:21:59
268,7116,blur,17441460,,46.22,2023-06-09 08:21:47
272,3402,blur,17441459,,46.22,2023-06-09 08:21:35
275,7167,blur,17441365,,46.22,2023-06-09 08:01:47
276,759,blur,17441361,,46.22,2023-06-09 08:00:59
277,8803,blur,17441307,,46.24,2023-06-09 07:50:11
278,8710,blur,17441306,,46.24,2023-06-09 07:49:59
279,4497,blur,17441305,,46.24,2023-06-09 07:49:47
280,6790,blur,17441302,,45.07425,2023-06-09 07:49:11
281,552,blur,17440788,,46.19,2023-06-09 06:04:47
282,8803,blur,17440749,,46.18,2023-06-09 05:56:59
283,4497,blur,17440747,,46.18,2023-06-09 05:56:35
285,9066,blur,17440746,,46.21,2023-06-09 05:56:23
286,759,blur,17440745,,46.21,2023-06-09 05:56:11
287,6408,blur,17440744,,46.22,2023-06-09 05:55:59
289,3599,blur,17440742,,46.22,2023-06-09 05:55:35
290,2836,seaport,17439627,ETH,47.481,2023-06-09 02:10:47
291,9163,blur,17439253,ETH,45.77,2023-06-09 00:55:11
292,4402,x2y2,17438666,ETH,45.75,2023-06-08 22:54:59
293,3599,blur,17438422,,45.92,2023-06-08 22:05:23
294,4164,blur,17438323,ETH,45.6998525,2023-06-08 21:45:35
295,9056,blur,17438065,,45.6307,2023-06-08 20:53:11
296,269,seaport,17437981,WETH,43.9725,2023-06-08 20:36:23
298,8243,blur,17437626,,45.84,2023-06-08 19:24:35
299,3599,blur,17437411,,45.84,2023-06-08 18:41:23
300,7762,seaport,17436866,ETH,1.4925,2023-06-08 16:50:47
301,7833,seaport,17436816,WETH,44.314725,2023-06-08 16:40:35
303,4295,blur,17436568,,45.84,2023-06-08 15:49:47
304,3599,blur,17436306,,45.84,2023-06-08 14:54:47
305,4295,blur,17436263,,45.84,2023-06-08 14:46:11
306,4295,blur,17435693,,45.83,2023-06-08 12:48:47
307,3084,blur,17435692,,45.83,2023-06-08 12:48:35
309,3402,blur,17434759,,45.75,2023-06-08 09:39:23
310,9886,blur,17434758,,45.75,2023-06-08 09:39:11
311,7452,blur,17434757,,45.75,2023-06-08 09:38:59
312,2844,blur,17434754,,45.52125,2023-06-08 09:38:11
313,2508,blur,17434502,,45.66,2023-06-08 08:47:35
314,9163,blur,17434501,,45.65,2023-06-08 08:47:23
315,2970,blur,17434497,,45.75,2023-06-08 08:46:35
318,3084,blur,17434496,,45.76,2023-06-08 08:46:23
320,1457,blur,17434389,,45.42175,2023-06-08 08:24:47
321,8284,seaport,17434363,WETH,45.0030239545424,2023-06-08 08:19:35
323,8710,blur,17433548,ETH,45.372,2023-06-08 05:34:47
324,8803,blur,17433546,ETH,45.372,2023-06-08 05:34:23
325,2578,blur,17433388,,45.41,2023-06-08 05:02:11
326,3599,blur,17432841,,45.42,2023-06-08 03:10:59
327,2578,blur,17432830,,45.42,2023-06-08 03:08:47
328,9066,blur,17432826,,45.47,2023-06-08 03:07:59
329,8936,blur,17432722,,45.45,2023-06-08 02:46:47
330,5282,blur,17432574,,45.36,2023-06-08 02:16:35
331,3599,blur,17432175,,45.33,2023-06-08 00:55:11
332,3883,blur,17432166,,45.35,2023-06-08 00:53:11
333,8984,blur,17432163,,45.35,2023-06-08 00:52:35
334,7784,blur,17431655,,45.29,2023-06-07 23:09:47
335,5282,blur,17431652,,45.29,2023-06-07 23:09:11
336,6117,blur,17431644,,45.3,2023-06-07 23:07:35
337,6891,blur,17431643,,45.3,2023-06-07 23:07:23
338,4719,blur,17430824,,45.21,2023-06-07 20:21:23
339,2508,blur,17430814,,45.3,2023-06-07 20:19:23
340,9066,blur,17430807,,45.3,2023-06-07 20:17:59
341,7292,blur,17430806,,45.3,2023-06-07 20:17:47
342,2578,blur,17430805,,45.3,2023-06-07 20:17:35
344,322,blur,17430793,,45.3,2023-06-07 20:15:11
345,3883,blur,17430788,,45.3,2023-06-07 20:14:11
346,6756,seaport,17430422,ETH,3.383,2023-06-07 18:59:23
347,3611,seaport,17430208,ETH,2.189,2023-06-07 18:15:23
348,8243,blur,17430098,,45.22,2023-06-07 17:53:11
350,9581,blur,17430095,,45.22,2023-06-07 17:52:35
352,8803,blur,17430008,,45.81,2023-06-07 17:34:59
353,8710,blur,17430007,,45.81,2023-06-07 17:34:47
355,3599,blur,17430006,,45.85,2023-06-07 17:34:23
357,6930,blur,17430005,,45.85,2023-06-07 17:34:11
358,2578,blur,17430003,,45.85,2023-06-07 17:33:47
359,5282,blur,17430001,,45.85,2023-06-07 17:33:23
360,2844,blur,17429487,,45.99,2023-06-07 15:49:35
362,2155,blur,17429481,,46.15,2023-06-07 15:48:23
364,1681,blur,17429470,,46.15,2023-06-07 15:46:11
365,9816,blur,17429469,,46.17,2023-06-07 15:45:59
366,8803,blur,17429464,,46.17,2023-06-07 15:44:59
368,8243,blur,17429463,,46.17,2023-06-07 15:44:47
371,5101,blur,17429462,,46.17,2023-06-07 15:44:35
376,3402,blur,17429461,,46.17,2023-06-07 15:44:23
377,4719,blur,17429455,,46.17,2023-06-07 15:43:11
379,4284,blur,17429314,,46.17,2023-06-07 15:14:47
380,428,blur,17429300,,46.17,2023-06-07 15:11:59
381,1032,blur,17429285,,46.26,2023-06-07 15:08:59
382,3391,blur,17429281,,46.26,2023-06-07 15:08:11
383,2578,blur,17429277,,46.33,2023-06-07 15:07:23
384,6076,blur,17429271,,46.34,2023-06-07 15:06:11
385,7292,blur,17429268,,46.34,2023-06-07 15:05:11
386,6403,blur,17429267,,46.34,2023-06-07 15:04:59
387,753,blur,17429263,,46.35,2023-06-07 15:04:11
388,7961,blur,17429192,,46.33,2023-06-07 14:49:47
389,6170,blur,17429189,,46.35,2023-06-07 14:49:11
390,1681,blur,17429082,,46.37,2023-06-07 14:27:35
391,7452,blur,17429081,,46.37,2023-06-07 14:27:23
392,7167,blur,17429061,,46.38,2023-06-07 14:23:23
393,4719,blur,17429038,,46.4,2023-06-07 14:18:47
394,6408,blur,17428975,,46.4,2023-06-07 14:05:23
395,5282,blur,17428974,,46.4,2023-06-07 14:05:11
396,428,blur,17428970,,46.4,2023-06-07 14:04:23
398,759,blur,17428968,,46.43,2023-06-07 14:03:59
399,9816,blur,17428966,,46.43,2023-06-07 14:03:35
400,9163,blur,17428965,,46.43,2023-06-07 14:03:23
401,5282,blur,17428294,,46.42,2023-06-07 11:47:35
402,9163,blur,17428292,,46.42,2023-06-07 11:47:11
403,7292,blur,17428279,,46.44,2023-06-07 11:44:35
404,7167,blur,17428278,,46.44,2023-06-07 11:44:23
405,2578,blur,17428237,,46.44,2023-06-07 11:36:11
406,6403,blur,17428003,,46.51,2023-06-07 10:48:47
407,3883,blur,17427997,,46.55,2023-06-07 10:47:35
408,7380,blur,17427993,,46.64,2023-06-07 10:46:47
409,560,blur,17427991,,46.65,2023-06-07 10:46:23
410,4205,blur,17427989,,46.65,2023-06-07 10:45:59
411,5775,blur,17427988,,46.65,2023-06-07 10:45:47
412,9314,blur,17427985,,46.65,2023-06-07 10:45:11
414,9163,blur,17427984,,46.66,2023-06-07 10:44:59
415,6117,blur,17427983,,46.66,2023-06-07 10:44:47
416,759,blur,17427981,,46.66,2023-06-07 10:44:23
417,7116,blur,17427976,,46.67,2023-06-07 10:43:23
418,8152,blur,17427848,,46.65,2023-06-07 10:17:11
419,7167,blur,17427798,,46.66,2023-06-07 10:06:59
420,8710,blur,17427796,,46.67,2023-06-07 10:06:35
421,6408,blur,17427795,,46.67,2023-06-07 10:06:23
423,5497,blur,17427748,,46.7,2023-06-07 09:56:59
424,3084,blur,17427747,,46.7,2023-06-07 09:56:47
425,669,blur,17427742,,46.71,2023-06-07 09:55:47
426,8936,blur,17427614,,46.7,2023-06-07 09:29:35
427,7083,blur,17427531,,46.73,2023-06-07 09:12:35
428,1392,blur,17427522,,46.72,2023-06-07 09:10:47
429,2578,blur,17427521,,46.75,2023-06-07 09:10:23
431,428,blur,17427520,,46.75,2023-06-07 09:10:11
434,6117,blur,17427519,,46.75,2023-06-07 09:09:59
437,759,blur,17427518,,46.75,2023-06-07 09:09:47
440,8803,blur,17427517,,46.76,2023-06-07 09:09:35
443,4295,blur,17427447,,46.79,2023-06-07 08:55:35
444,5673,blur,17427445,,46.76,2023-06-07 08:55:11
445,3013,blur,17427444,,46.76,2023-06-07 08:54:59
446,5871,blur,17427441,,46.76,2023-06-07 08:54:23
447,3391,blur,17427438,,46.78,2023-06-07 08:53:47
448,3084,blur,17427434,,46.79,2023-06-07 08:52:59
449,2844,blur,17427391,,46.8,2023-06-07 08:44:23
450,3145,blur,17427363,,46.79,2023-06-07 08:38:47
451,8984,blur,17427351,,46.8,2023-06-07 08:36:23
452,9886,blur,17427233,,46.8,2023-06-07 08:12:23
454,669,blur,17427232,,46.8,2023-06-07 08:12:11
456,6403,blur,17427067,,46.8,2023-06-07 07:38:35
457,6170,blur,17427065,,46.8,2023-06-07 07:38:11
459,5775,blur,17427063,,46.8,2023-06-07 07:37:47
460,4205,blur,17427061,,46.8,2023-06-07 07:37:23
463,7292,blur,17427055,,46.8,2023-06-07 07:36:11
465,3145,blur,17427054,,46.8,2023-06-07 07:35:59
468,8152,blur,17426919,,46.81,2023-06-07 07:08:23
469,5497,blur,17426828,,46.8,2023-06-07 06:49:35
470,7784,blur,17426824,,46.8,2023-06-07 06:48:35
471,5673,blur,17426821,,46.81,2023-06-07 06:47:59
472,3013,blur,17426819,,46.81,2023-06-07 06:47:35
473,322,blur,17426816,,46.82,2023-06-07 06:46:59
474,4295,blur,17426807,,46.82,2023-06-07 06:45:11
476,560,blur,17426806,,46.82,2023-06-07 06:44:59
477,7083,blur,17426725,,46.82,2023-06-07 06:28:23
478,9314,blur,17426564,,46.82,2023-06-07 05:55:47
479,7380,blur,17426560,,46.82,2023-06-07 05:54:59
480,7116,blur,17426555,,46.82,2023-06-07 05:53:59
481,3084,blur,17426549,,46.82,2023-06-07 05:52:47
484,6170,blur,17426527,,46.83,2023-06-07 05:48:11
485,5497,blur,17426495,,46.82,2023-06-07 05:41:35
486,6403,blur,17426490,,46.82,2023-06-07 05:40:35
487,322,blur,17426487,,46.83,2023-06-07 05:39:59
488,1392,blur,17426354,,46.81,2023-06-07 05:12:47
489,1032,blur,17426347,,46.81,2023-06-07 05:11:23
490,5775,blur,17426344,,46.81,2023-06-07 05:10:47
491,8984,blur,17426342,,46.81,2023-06-07 05:10:23
492,7083,blur,17426341,,46.81,2023-06-07 05:10:11
496,6408,blur,17426338,,46.81,2023-06-07 05:09:35
497,7784,blur,17426309,,46.57595,2023-06-07 05:03:23
498,9057,seaport,17426074,ETH,48.75,2023-06-07 04:15:59
499,9816,blur,17426066,,46.82,2023-06-07 04:14:23
500,7380,blur,17426064,,46.81,2023-06-07 04:13:59
504,8243,blur,17426049,,46.85,2023-06-07 04:10:47
505,753,blur,17426047,,46.85,2023-06-07 04:10:23
506,669,blur,17426045,,46.85,2023-06-07 04:09:59
507,9163,blur,17426044,,46.85,2023-06-07 04:09:47
508,8710,blur,17426031,,46.85,2023-06-07 04:06:59
509,4205,blur,17426030,,46.85,2023-06-07 04:06:47
511,3084,blur,17425992,,46.86,2023-06-07 03:58:59
512,7116,blur,17425893,,46.84,2023-06-07 03:38:47
513,5673,blur,17425886,,46.84,2023-06-07 03:37:23
514,6403,blur,17425856,,46.83,2023-06-07 03:31:23
515,1729,blur,17425855,,46.83,2023-06-07 03:31:11
516,2844,blur,17425852,,46.83,2023-06-07 03:30:35
517,5101,blur,17425848,,46.83,2023-06-07 03:29:47
518,9314,blur,17425843,,46.85,2023-06-07 03:28:47
519,5775,blur,17425839,,46.85,2023-06-07 03:27:59
520,8152,blur,17425838,,46.85,2023-06-07 03:27:47
521,9886,blur,17425837,,46.85,2023-06-07 03:27:35
522,5871,blur,17425740,,46.85,2023-06-07 03:08:11
523,2970,blur,17425738,,46.85,2023-06-07 03:07:47
524,7167,blur,17425736,,46.86,2023-06-07 03:07:23
525,3883,blur,17425735,,46.86,2023-06-07 03:07:11
526,4295,blur,17425734,,46.86,2023-06-07 03:06:59
528,7380,blur,17425732,,46.86,2023-06-07 03:06:35
529,560,blur,17425731,,46.86,2023-06-07 03:06:23
531,9163,blur,17425728,,46.86,2023-06-07 03:05:47
534,4719,blur,17425727,,46.86,2023-06-07 03:05:35
537,2155,blur,17425536,,46.86,2023-06-07 02:27:23
538,5101,blur,17425465,,46.86,2023-06-07 02:12:47
539,2155,seaport,17425161,,1e-18,2023-06-07 01:10:35
540,8710,blur,17425087,,46.85,2023-06-07 00:55:23
541,9816,blur,17425004,,46.85,2023-06-07 00:38:47
542,5101,blur,17425001,,46.85,2023-06-07 00:38:11
543,3013,blur,17424999,,46.85,2023-06-07 00:37:47
546,5497,blur,17424995,,46.86,2023-06-07 00:36:59
547,9548,blur,17424784,,46.6058,2023-06-06 23:53:59
548,3084,blur,17424762,,46.6058,2023-06-06 23:49:35
549,4205,blur,17424756,,46.86,2023-06-06 23:48:23
550,7116,blur,17424755,,46.86,2023-06-06 23:48:11
551,9816,blur,17424655,,46.88,2023-06-06 23:27:47
552,7380,blur,17424654,,46.9,2023-06-06 23:27:35
553,7167,blur,17424653,,46.9,2023-06-06 23:27:23
555,6170,blur,17424652,,46.9,2023-06-06 23:27:11
559,1392,blur,17424651,,46.91,2023-06-06 23:26:59
560,560,blur,17424576,,46.91,2023-06-06 23:11:59
561,3391,blur,17424575,,46.91,2023-06-06 23:11:47
562,3145,blur,17424574,,46.91,2023-06-06 23:11:35
563,6117,blur,17424573,,46.91,2023-06-06 23:11:23
564,5497,blur,17424572,,46.91,2023-06-06 23:11:11
565,5673,blur,17424436,,46.88,2023-06-06 22:43:23
566,3599,blur,17424426,,46.89,2023-06-06 22:41:23
567,2508,blur,17424422,,46.82,2023-06-06 22:40:35
568,8803,blur,17424419,,46.91,2023-06-06 22:39:59
570,5282,blur,17424418,,46.91,2023-06-06 22:39:47
571,3084,blur,17424417,,46.82,2023-06-06 22:39:35
572,5775,blur,17424414,,46.9,2023-06-06 22:38:59
573,9886,blur,17424413,,46.9,2023-06-06 22:38:47
574,8152,blur,17424408,,46.92,2023-06-06 22:37:47
575,759,blur,17424407,,46.92,2023-06-06 22:37:35
579,428,blur,17424406,,46.92,2023-06-06 22:37:23
580,6891,blur,17424404,,46.6854,2023-06-06 22:36:59
581,5497,blur,17424197,,46.57595,2023-06-06 21:54:11
582,753,blur,17424155,,46.81,2023-06-06 21:45:47
583,6930,blur,17424154,,46.81,2023-06-06 21:45:35
584,4295,blur,17424152,,46.81,2023-06-06 21:45:11
586,6117,blur,17424151,,46.81,2023-06-06 21:44:59
587,3391,blur,17424149,,46.81,2023-06-06 21:44:35
588,3512,blur,17424006,ETH,49.2525,2023-06-06 21:15:35
589,9886,blur,17423880,,46.93,2023-06-06 20:50:23
590,5497,blur,17423842,,46.9,2023-06-06 20:42:47
591,2508,blur,17423840,,46.93,2023-06-06 20:42:23
593,4478,blur,17423838,,46.94,2023-06-06 20:41:59
596,6117,blur,17423837,,46.95,2023-06-06 20:41:47
599,8984,blur,17423836,,46.95,2023-06-06 20:41:35
600,7083,blur,17423835,,46.95,2023-06-06 20:41:23
602,759,blur,17423834,,46.95,2023-06-06 20:41:11
604,4295,blur,17423833,,46.95,2023-06-06 20:40:59
609,4719,blur,17423832,,46.95,2023-06-06 20:40:47
612,8152,blur,17423831,,46.95,2023-06-06 20:40:35
613,9886,blur,17423330,,46.89,2023-06-06 18:59:23
614,8984,blur,17422972,,46.87,2023-06-06 17:46:23
616,2578,blur,17422971,,46.87,2023-06-06 17:46:11
618,7083,blur,17422970,,46.87,2023-06-06 17:45:59
619,9816,blur,17422964,,46.88,2023-06-06 17:44:47
620,4719,blur,17422846,,46.59585,2023-06-06 17:20:23
621,9845,blur,17422814,,46.83,2023-06-06 17:13:59
622,8152,blur,17422692,,46.83,2023-06-06 16:49:11
623,9816,blur,17422629,,46.83,2023-06-06 16:36:11
624,552,blur,17422601,,46.59585,2023-06-06 16:30:35
625,1032,blur,17422537,,46.6058,2023-06-06 16:17:23
626,7083,blur,17422534,,46.88,2023-06-06 16:16:47
627,1032,blur,17422532,,46.6456,2023-06-06 16:16:23
628,2578,blur,17422530,,46.88,2023-06-06 16:15:59
629,759,blur,17422512,,46.6456,2023-06-06 16:12:23
630,552,blur,17422299,,46.82,2023-06-06 15:29:35
631,753,blur,17422297,,46.89,2023-06-06 15:29:11
632,1368,seaport,17422296,ETH,45.486,2023-06-06 15:28:59
634,6891,blur,17422285,,46.93,2023-06-06 15:26:47
636,9163,blur,17422284,,46.93,2023-06-06 15:26:35
